what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.workbench.texteditor",1275956748747
started,bundle,org.eclipse.update.configurator,3.3.0.v20090312,"org.eclipse.update.configurator",1275956748747
started,bundle,org.eclipse.update.core,3.2.300.v20090525,"org.eclipse.update.core",1275956748747
started,bundle,org.eclipse.wst.common.frameworks,1.1.300.v200904160730,"org.eclipse.wst.common.frameworks",1275956748747
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.0.v200906080535,"org.eclipse.wst.common.project.facet.core",1275956748747
started,bundle,org.eclipse.wst.web,1.1.300.v200901261500,"org.eclipse.wst.web",1275956748747
os,sysinfo,,,"win32",1275956748747
arch,sysinfo,,,"x86",1275956748747
ws,sysinfo,,,"win32",1275956748747
locale,sysinfo,,,"zh_CN",1275956748747
processors,sysinfo,,,"2",1275956748747
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1275956748747
java.runtime.version,sysinfo,,,"1.6.0_20-b02",1275956748747
java.specification.name,sysinfo,,,"Java Platform API Specification",1275956748747
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1275956748747
java.specification.version,sysinfo,,,"1.6",1275956748747
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1275956748747
java.version,sysinfo,,,"1.6.0_20",1275956748747
java.vm.info,sysinfo,,,"mixed mode, sharing",1275956748747
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1275956748747
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1275956748747
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1275956748747
java.vm.specification.version,sysinfo,,,"1.0",1275956748747
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1275956748747
java.vm.version,sysinfo,,,"16.3-b01",1275956748747
