what,kind,bundleId,bundleVersion,description,time
started,bundle,com.instantiations.designer.gwt.ExtGWT,7.4.0.r35x201005090409,"com.instantiations.designer.gwt.ExtGWT",1273796667223
started,bundle,com.instantiations.j2ee,7.4.0.r35x201005070802,"com.instantiations.j2ee",1273796667364
started,bundle,com.instantiations.eclipse.usageprofiler,5.6.0.r35x201005070739,"com.instantiations.eclipse.usageprofiler",1273796668395
started,bundle,com.instantiations.eclipse.usageprofiler.ui,5.6.0.r35x201005070739,"com.instantiations.eclipse.usageprofiler.ui",1273796669520
started,bundle,com.instantiations.eclipse.debug,5.6.0.r35x201005070739,"com.instantiations.eclipse.debug",1273796669661
started,bundle,com.instantiations.eclipse.startup,5.6.0.r35x201005070739,"com.instantiations.eclipse.startup",1273796669661
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1273796764248
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1273797102942
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1273797224614
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1273797247051
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1273797247083
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1273797254114
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1273797299614
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1273797301129
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1273797312426
activated,editor,com.instantiations.designer.core,7.4.0.r35x201005090400,"com.instantiations.designer.core.guiEditor",1273797312458
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1273797313926
executed,command,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.edit.text.java.copy.qualified.name",1273797345989
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1273797348004
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1273797434483
activated,editor,com.instantiations.designer.core,7.4.0.r35x201005090400,"com.instantiations.designer.core.guiEditor",1273797434514
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1273797437702
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1273797438655
started,bundle,org.eclipse.jdt.junit,3.5.0.v20090526-2000,"org.eclipse.jdt.junit",1273797440670
executed,command,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1273797443030
