what,kind,bundleId,bundleVersion,description,time
closed,editor,com.instantiations.designer.core,7.4.0.r35x201005090400,"com.instantiations.designer.core.guiEditor",1276752878358
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.closeAll",1276752878545
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1276752879045
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1276752883936
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1276752884233
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1276752886358
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1276752946405
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.cut",1276753032108
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1276753032983
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1276753037842
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.newWizard",1276753037858
opened,editor,com.instantiations.designer.core,7.4.0.r35x201005090400,"com.instantiations.designer.core.guiEditor",1276753038717
activated,editor,com.instantiations.designer.core,7.4.0.r35x201005090400,"com.instantiations.designer.core.guiEditor",1276753038858
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1276753041702
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1276753042108
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1276753091327
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1276753092811
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1276753093827
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1276753094249
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.rename",1276753094280
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1276753096280
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1276753098936
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1276753098967
activated,editor,com.instantiations.designer.core,7.4.0.r35x201005090400,"com.instantiations.designer.core.guiEditor",1276753099936
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1276753100124
