what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1274940435880
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1274940445005
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1274940506984
executed,command,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.commands.RunLast",1274940512250
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1274940514957
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1274940527098
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1274940528739
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1274940529723
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1274940539067
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1274940539192
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1274940544310
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1274940621154
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1274940628311
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1274940652170
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1274940652202
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1274940653920
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1274940690014
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1274940694405
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1274940698311
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.copyLineUp",1274940700405
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1274940703749
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.select.wordNext",1274940705686
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1274940707030
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1274940715327
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1274940723545
