what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1275965220015
executed,command,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.edit.text.java.format",1275965225187
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1275965226531
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1275965227031
executed,command,org.eclipse.ui.ide,3.5.0.I20090525-2000,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1275965243546
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1275965257890
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1275965261156
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1275965280765
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1275965287843
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1275965322078
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1275965331906
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1275965344296
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1275965353968
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1275965360343
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1275965372781
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1275965376734
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1275965379625
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1275965379671
activated,editor,com.instantiations.designer.core,7.4.0.r35x201005090400,"com.instantiations.designer.core.guiEditor",1275965382062
executed,command,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1275965382375
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1275965384671
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1275965397968
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1275965400392
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1275965439705
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1275965444345
