what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1277012816168
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1277012820825
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1277012823262
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277012826168
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277012827497
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277012829668
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277012835240
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277012836255
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277012837115
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277012922349
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277012923412
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277012925927
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277012927927
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277012938648
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277012939460
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277012953304
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277012964126
activated,editor,com.instantiations.designer.core,7.4.0.r35x201005090400,"com.instantiations.designer.core.guiEditor",1277012966861
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.cut",1277012989393
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.delete.line",1277012993284
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1277012993377
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1277012996690
activated,editor,com.instantiations.designer.core,7.4.0.r35x201005090400,"com.instantiations.designer.core.guiEditor",1277012996924
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1277013005097
executed,command,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1277013009597
