what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1276321822857
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1276321835279
executed,command,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1276321846060
executed,command,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.commands.RunLast",1276321847888
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1276321848529
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1276322013163
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1276322018456
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1276322053318
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.delete.line",1276322057599
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1276322057724
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1276322068037
executed,command,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.edit.text.java.format",1276322069865
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1276322070130
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1276322071083
executed,command,org.eclipse.ui.ide,3.5.0.I20090525-2000,"org.eclipse.ui.navigate.openResource",1276322071098
executed,command,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.edit.text.java.format",1276322072536
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1276322073739
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1276322092614
activated,editor,com.instantiations.designer.core,7.4.0.r35x201005090400,"com.instantiations.designer.core.guiEditor",1276322110254
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.delete.line",1276322274489
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1276322274614
executed,command,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.commands.RunLast",1276322286926
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1276322287426
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1276322307083
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.select.lineStart",1276322324583
