what,kind,bundleId,bundleVersion,description,time
started,bundle,com.instantiations.designer.swing.databinding,7.4.0.r35x201005090414,"com.instantiations.designer.swing.databinding",1273803858077
started,bundle,com.instantiations.eclipse.ui,7.4.0.r35x201005070742,"com.instantiations.eclipse.ui",1273803858077
started,bundle,com.instantiations.eclipse.util,5.6.0.r35x201005070739,"com.instantiations.eclipse.util",1273803858077
os,sysinfo,,,"win32",1273803858077
arch,sysinfo,,,"x86",1273803858077
ws,sysinfo,,,"win32",1273803858077
locale,sysinfo,,,"zh_CN",1273803858077
processors,sysinfo,,,"2",1273803858077
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1273803858077
java.runtime.version,sysinfo,,,"1.6.0_17-b04",1273803858077
java.specification.name,sysinfo,,,"Java Platform API Specification",1273803858077
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1273803858077
java.specification.version,sysinfo,,,"1.6",1273803858077
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1273803858077
java.version,sysinfo,,,"1.6.0_17",1273803858077
java.vm.info,sysinfo,,,"mixed mode",1273803858077
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1273803858077
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1273803858077
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1273803858077
java.vm.specification.version,sysinfo,,,"1.0",1273803858077
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1273803858077
java.vm.version,sysinfo,,,"14.3-b01",1273803858077
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.0.v200906080500,"org.eclipse.jst.common.project.facet.core",1273803858655
started,bundle,com.instantiations.designer.rcp,7.4.0.r35x201005090420,"com.instantiations.designer.rcp",1273803859108
started,bundle,com.instantiations.designer.swt,7.4.0.r35x201005090412,"com.instantiations.designer.swt",1273803859139
