what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console",1273280823867
started,bundle,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.editors",1273280823867
started,bundle,org.eclipse.ui.forms,3.4.0.v20090526,"org.eclipse.ui.forms",1273280823882
started,bundle,org.eclipse.ui.ide,3.5.0.I20090525-2000,"org.eclipse.ui.ide",1273280823898
started,bundle,org.eclipse.ui.net,1.2.0.I20090430-0408,"org.eclipse.ui.net",1273280823914
started,bundle,org.eclipse.ui.views,3.4.0.I20090525-2000,"org.eclipse.ui.views",1273280823914
started,bundle,org.eclipse.ui.views.log,1.0.100.v20090527,"org.eclipse.ui.views.log",1273280823929
started,bundle,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"org.eclipse.ui.workbench",1273280823945
started,bundle,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.workbench.texteditor",1273280823945
started,bundle,org.eclipse.update.configurator,3.3.0.v20090312,"org.eclipse.update.configurator",1273280823945
started,bundle,org.eclipse.update.core,3.2.300.v20090525,"org.eclipse.update.core",1273280823960
started,bundle,org.eclipse.update.scheduler,3.2.200.v20081127,"org.eclipse.update.scheduler",1273280823976
started,bundle,org.eclipse.wst.common.frameworks,1.1.300.v200904160730,"org.eclipse.wst.common.frameworks",1273280823992
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.0.v200906080535,"org.eclipse.wst.common.project.facet.core",1273280823992
started,bundle,org.eclipse.wst.web,1.1.300.v200901261500,"org.eclipse.wst.web",1273280824007
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.102.v200903070248,"org.eclipse.wst.ws.service.policy.ui",1273280824023
os,sysinfo,,,"win32",1273280824023
arch,sysinfo,,,"x86",1273280824023
ws,sysinfo,,,"win32",1273280824023
locale,sysinfo,,,"zh_CN",1273280824023
processors,sysinfo,,,"2",1273280824023
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1273280824023
java.runtime.version,sysinfo,,,"1.6.0_17-b04",1273280824023
java.specification.name,sysinfo,,,"Java Platform API Specification",1273280824023
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1273280824023
