what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.edit.text.java.format",1275037608874
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.undo",1275037610483
executed,command,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.commands.RunLast",1275037618827
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1275037712067
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1275037740548
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1275037753135
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1275039515071
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1275039517227
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1275039562012
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1275039564792
executed,command,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.commands.RunLast",1275039570089
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1275039585952
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1275039586936
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1275039606389
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.copyLineUp",1275039610639
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1275039613249
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.undo",1275039616624
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1275039618311
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.undo",1275039620264
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1275039621045
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1275039626092
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1275039628170
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.undo",1275039630014
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1275039631608
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1275039635499
